location,date,total_cases,new_cases,total_deaths,new_deaths,imported_cases,total_tests,new_tests
GP,2020-05-23,2633,112,29,0,0,145723,5510
GP,2020-05-24,2773,140,29,0,0,150754,5031
GP,2020-05-25,2993,220,30,1,0,154091,3337
GP,2020-05-26,3043,50,31,1,0,156470,2379
GP,2020-05-27,3167,124,31,0,0,163959,7489
GP,2020-05-28,3329,162,31,0,0,169311,5352
GP,2020-05-29,3583,286,31,0,0,175625,6314
GP,2020-05-30,3773,223,31,0,0,181230,5605
GP,2020-05-31,4003,236,33,2,0,187231,6001
GP,2020-06-01,4231,234,33,0,0,191780,4549
GP,2020-06-02,4276,51,33,0,0,196632,4852
GP,2020-06-03,4567,296,33,0,0,202944,6312
GP,2020-06-04,4845,283,33,0,0,211903,8959
GP,2020-06-05,5215,375,40,7,0,219700,7797
GP,2020-06-06,5626,416,47,7,0,230234,10534
GP,2020-06-07,5946,339,47,0,0,237566,7332
GP,2020-06-08,6258,351,47,0,0,243503,5937
GP,2020-06-09,6546,345,57,10,0,249961,6458
GP,2020-06-10,7195,706,57,0,0,257792,7831
GP,2020-06-11,7953,821,57,0,0,265538,7746
GP,2020-06-12,8781,891,57,0,0,273807,8269
GP,2020-06-13,9897,1179,81,24,0,280898,7091
GP,2020-06-14,11164,1330,81,0,0,289695,8797
GP,2020-06-15,12193,1092,87,6,0,296660,6965
GP,2020-06-16,13023,893,87,0,0,302749,6089
GP,2020-06-17,14620,1649,87,0,0,311747,8998
GP,2020-06-18,15898,1330,87,0,0,317102,5355
GP,2020-06-19,17261,1415,114,27,0,325451,8349
GP,2020-06-20,18978,1766,114,0,0,334017,8566
GP,2020-06-21,20822,1847,122,8,0,342913,8896
GP,2020-06-22,22341,1522,122,0,0,349398,6485
GP,2020-06-23,24041,1700,122,0,0,357040,7642
GP,2020-06-24,26156,2115,147,25,0,365851,8811
GP,2020-06-25,28746,2590,149,2,0,376984,11133
GP,2020-06-26,31344,2598,149,0,0,385529,8545
GP,2020-06-27,34285,2941,166,17,0,394800,9271
GP,2020-06-28,36895,2610,174,8,0,404631,9831
GP,2020-06-29,39841,2946,180,6,0,412354,7723
GP,2020-06-30,42881,3040,216,36,0,420878,8524
GP,2020-07-01,45944,3063,244,28,0,430414,9536
GP,2020-07-02,49937,3993,282,38,0,440533,10119
GP,2020-07-03,54331,4394,282,0,0,450610,10077
GP,2020-07-04,59373,5042,282,0,0,462726,12116
GP,2020-07-05,63404,4031,353,71,0,472559,9833
GP,2020-07-06,66891,3487,403,50,0,481325,8766
GP,2020-07-07,71488,4597,478,75,0,492537,11212
GP,2020-07-08,75015,3527,478,0,0,502056,9519
GP,2020-07-09,81546,6531,515,37,0,516559,14503
GP,2020-07-10,87033,5487,554,39,0,531190,14631
GP,2020-07-11,93044,6011,580,26,0,544446,13256
GP,2020-07-12,98431,5387,644,64,0,556277,11831
GP,2020-07-13,103713,5282,644,0,0,566665,10388
GP,2020-07-14,107070,3464,726,82,0,576506,9841
GP,2020-07-15,112714,5751,767,41,0,588226,11720
GP,2020-07-16,117895,5242,853,86,0,600309,12083
GP,2020-07-17,123408,5574,917,64,0,612736,12427
GP,2020-07-18,128604,5263,956,39,0,625566,12830
GP,2020-07-19,133617,5080,986,30,0,638220,12654
GP,2020-07-20,136879,3314,999,13,0,646973,8753
GP,2020-07-21,139435,2602,1042,43,0,655048,8075
GP,2020-07-22,144582,5197,1156,114,0,667585,12537
GP,2020-07-23,148854,4322,1187,31,0,679626,12041
GP,2020-07-24,153020,4216,1326,139,0,693151,13525
GP,2020-07-25,156821,3851,1535,209,0,705112,11961
GP,2020-07-26,160154,3383,1564,29,0,716206,11094
GP,2020-07-27,162319,2215,1625,61,0,723548,7342
GP,2020-07-28,164584,2315,1680,55,0,730887,7339
GP,2020-07-29,168369,3835,1836,156,0,741868,10981
GP,2020-07-30,171574,3255,1932,96,0,753458,11590
GP,2020-07-31,175272,3748,2035,103,0,764170,10712
GP,2020-08-01,178119,2897,2075,40,0,775131,10961
GP,2020-08-02,180532,2463,2115,40,0,784115,8984
GP,2020-08-03,181946,1464,2152,37,0,789774,5659
GP,2020-08-04,183090,1194,2268,116,0,794811,5037
GP,2020-08-05,185282,2242,2313,45,0,803845,9034
GP,2020-08-06,187631,2399,2388,75,0,813300,9455
GP,2020-08-07,189159,1578,2524,136,0,822041,8741
GP,2020-08-08,190999,1890,2547,23,0,831493,9452
GP,2020-08-09,192767,1818,2579,32,0,839321,7828
GP,2020-08-10,193561,844,2618,39,0,843688,4367
GP,2020-08-11,194093,582,2653,35,0,846653,2965
GP,2020-08-12,194685,642,2761,108,0,850902,4249
GP,2020-08-13,195820,1185,2791,30,0,856082,5180
GP,2020-08-14,197531,1761,2867,76,0,865278,9196
GP,2020-08-15,198671,1190,2888,21,0,872228,6950
GP,2020-08-16,199635,1014,2915,27,0,878066,5838
GP,2020-08-17,200237,652,2929,14,0,881947,3881
GP,2020-08-18,200949,762,3018,89,0,885737,3790
GP,2020-08-19,202011,1112,3061,43,0,892276,6539
GP,2020-08-20,202955,994,3144,83,0,898631,6355
GP,2020-08-21,203832,927,3190,46,0,904886,6255
GP,2020-08-22,205246,1464,3227,37,0,912777,7891
GP,2020-08-23,206018,822,3268,41,0,917517,4740
GP,2020-08-24,206525,557,3280,12,0,920264,2747
GP,2020-08-25,206892,417,3334,54,0,924078,3814
GP,2020-08-26,207610,768,3395,61,0,929278,5200
GP,2020-08-27,208156,596,3428,33,0,934186,4908
GP,2020-08-28,208579,473,3475,47,0,937886,3700
GP,2020-08-29,209123,594,3556,81,0,943220,5334
GP,2020-08-30,209648,575,3572,16,0,948875,5655
GP,2020-08-31,210169,571,3592,20,0,953742,4867
GP,2020-09-01,210518,399,3631,39,0,956760,3018
GP,2020-09-02,211157,639,3680,49,0,962263,5503
GP,2020-09-03,211678,521,3730,50,0,967525,5262
GP,2020-09-04,212186,508,3773,43,0,972327,4802
GP,2020-09-05,212564,378,3789,16,0,977006,4679
GP,2020-09-06,212898,334,3813,24,0,981232,4226
GP,2020-09-07,213087,189,3818,5,0,983494,2262
GP,2020-09-08,213333,246,3833,15,0,986647,3153
GP,2020-09-09,213741,408,3860,27,0,992259,5612
GP,2020-09-10,214152,411,3881,21,0,997566,5307
GP,2020-09-11,214486,334,3900,19,0,1002914,5348
GP,2020-09-12,214831,345,3912,12,0,1007722,4808
GP,2020-09-13,215140,309,3918,6,0,1011774,4052
GP,2020-09-14,215307,167,3921,3,0,1014391,2617
GP,2020-09-15,215481,174,3933,12,0,1017387,2996
GP,2020-09-16,215898,417,3947,14,0,1022800,5413
GP,2020-09-17,216341,443,3960,13,0,1028572,5772
GP,2020-09-18,216790,449,4027,67,0,1033751,5179
GP,2020-09-19,217116,326,4027,0,0,1039191,5440
GP,2020-09-20,217370,254,4030,3,0,1043551,4360
GP,2020-09-21,217485,115,4039,9,0,1045147,1596
GP,2020-09-22,217759,274,4084,45,0,1049380,4233
GP,2020-09-23,218115,356,4095,11,0,1054451,5071
GP,2020-09-24,218420,305,4153,58,0,1059203,4752
GP,2020-09-25,218650,230,4158,5,0,1063055,3852
GP,2020-09-26,218861,211,4201,43,0,1065988,2933
GP,2020-09-27,219039,178,4203,2,0,1069868,3880
GP,2020-09-28,219202,163,4205,2,0,1072195,2327
GP,2020-09-29,219373,171,4233,28,0,1075296,3101
GP,2020-09-30,219704,331,4244,11,0,1081345,6049
GP,2020-10-01,220056,352,4252,8,0,1086801,5456
GP,2020-10-02,220365,309,4260,8,0,1092136,5335
GP,2020-10-03,220696,331,4262,2,0,1097766,5630
GP,2020-10-04,220910,214,4299,37,0,1102443,4677
GP,2020-10-05,221061,151,4304,5,0,1105209,2766
GP,2020-10-06,221320,259,4332,28,0,1108976,3767
GP,2020-10-07,221719,399,4373,41,0,1115065,6089
GP,2020-10-08,222038,319,4386,13,0,1120532,5467
KZN,2020-03-05,1,1,0,0,0,31,31
KZN,2020-03-06,1,0,0,0,0,38,7
KZN,2020-03-07,1,0,0,0,0,46,8
KZN,2020-03-08,2,1,0,0,0,46,0
KZN,2020-03-09,6,4,0,0,0,46,0
KZN,2020-03-10,6,0,0,0,0,46,0
KZN,2020-03-11,7,1,0,0,0,124,78
KZN,2020-03-12,8,1,0,0,0,163,39
KZN,2020-03-13,10,2,0,0,0,178,15
KZN,2020-03-14,11,1,0,0,0,196,18
KZN,2020-03-15,12,1,0,0,0,284,88
KZN,2020-03-16,12,0,0,0,0,462,178
KZN,2020-03-17,16,4,0,0,0,559,97
KZN,2020-03-18,19,3,0,0,0,590,31
KZN,2020-03-19,22,3,0,0,0,928,338
KZN,2020-03-20,23,1,0,0,0,1236,308
KZN,2020-03-21,26,3,0,0,0,1426,190
KZN,2020-03-22,35,9,0,0,0,1789,363
KZN,2020-03-23,60,25,0,0,0,2461,672
KZN,2020-03-24,80,20,0,0,0,2982,521
KZN,2020-03-25,91,11,0,0,0,2982,0
KZN,2020-03-26,134,43,0,0,0,3931,949
KZN,2020-03-27,134,0,0,0,0,5480,1549
KZN,2020-03-28,156,22,1,1,0,6138,658
KZN,2020-03-29,167,11,1,0,0,6835,697
KZN,2020-03-30,171,4,1,0,0,7376,541
KZN,2020-03-31,179,8,2,1,0,7887,511
KZN,2020-04-01,186,7,2,0,0,8505,618
KZN,2020-04-02,206,20,2,0,0,9210,705
KZN,2020-04-03,215,9,6,4,0,9670,460
KZN,2020-04-04,232,17,6,0,0,10357,687
KZN,2020-04-05,246,14,7,1,0,10921,564
KZN,2020-04-06,257,11,7,0,0,11156,235
KZN,2020-04-07,257,0,8,1,0,11156,0
KZN,2020-04-08,354,97,9,1,0,12247,1091
KZN,2020-04-09,387,33,9,0,0,13226,979
KZN,2020-04-10,412,25,12,3,0,14024,798
KZN,2020-04-11,418,6,12,0,0,14413,389
KZN,2020-04-12,443,25,12,0,0,15380,967
KZN,2020-04-13,465,22,12,0,0,16067,687
KZN,2020-04-14,489,24,12,0,0,16712,645
KZN,2020-04-15,519,30,18,6,0,17383,671
KZN,2020-04-16,539,20,20,2,0,18256,873
KZN,2020-04-17,591,52,20,0,0,19364,1108
KZN,2020-04-18,604,13,21,1,0,20780,1416
KZN,2020-04-19,617,13,22,1,0,22030,1250
KZN,2020-04-20,639,22,23,1,0,23336,1306
KZN,2020-04-21,671,32,23,0,0,24378,1042
KZN,2020-04-22,758,87,25,2,0,25691,1313
KZN,2020-04-23,807,49,27,2,0,27573,1882
KZN,2020-04-24,841,34,29,2,0,29267,1694
KZN,2020-04-25,841,0,29,0,0,30922,1655
KZN,2020-04-26,863,22,29,0,0,32389,1467
KZN,2020-04-27,902,39,30,1,0,34276,1887
KZN,2020-04-28,919,17,30,0,0,35626,1350
KZN,2020-04-29,956,37,32,2,0,37860,2234
KZN,2020-04-30,980,24,32,0,0,39858,1998
KZN,2020-05-01,1006,26,32,0,0,41777,1919
KZN,2020-05-02,1051,45,34,2,0,44305,2528
KZN,2020-05-03,1076,25,34,0,0,47198,2893
KZN,2020-05-04,1106,30,35,1,0,49463,2265
KZN,2020-05-05,1142,36,36,1,0,51484,2021
KZN,2020-05-06,1149,7,38,2,0,53657,2173
KZN,2020-05-07,1204,55,40,2,0,56111,2454
KZN,2020-05-08,1253,49,42,2,0,59107,2996
KZN,2020-05-09,1308,55,42,0,0,62243,3136
KZN,2020-05-10,1353,45,43,1,0,65558,3315
KZN,2020-05-11,1372,19,44,1,0,68387,2829
KZN,2020-05-12,1394,22,44,0,0,71005,2618
KZN,2020-05-13,1413,19,44,0,0,74204,3199
KZN,2020-05-14,1444,31,44,0,0,77405,3201
KZN,2020-05-15,1482,38,45,1,0,80965,3560
KZN,2020-05-16,1498,16,45,0,0,84423,3458
KZN,2020-05-17,1543,45,45,0,0,88517,4094
KZN,2020-05-18,1567,24,45,0,0,91244,2727
KZN,2020-05-19,1616,49,46,1,0,93844,2600
KZN,2020-05-20,1650,34,46,0,0,97158,3314
KZN,2020-05-21,1693,43,46,0,0,100917,3759
KZN,2020-05-22,1735,42,47,1,0,104297,3380
KZN,2020-05-23,1777,42,48,1,0,108395,4098
KZN,2020-05-24,1815,38,49,1,0,112138,3743
KZN,2020-05-25,1882,67,49,0,0,114620,2482
KZN,2020-05-26,1927,45,49,0,0,116390,1770
KZN,2020-05-27,2186,259,49,0,0,121961,5571
KZN,2020-05-28,2349,163,50,1,0,125942,3981
KZN,2020-05-29,2428,79,50,0,0,130639,4697
KZN,2020-05-30,2476,48,52,2,0,134809,4170
KZN,2020-05-31,2545,69,52,0,0,139273,4464
KZN,2020-06-01,2565,20,52,0,0,142657,3384
KZN,2020-06-02,2637,72,53,1,0,146266,3609
KZN,2020-06-03,2707,70,54,1,0,150961,4695
KZN,2020-06-04,2869,162,55,1,0,157625,6664
KZN,2020-06-05,2936,67,55,0,0,163425,5800
KZN,2020-06-06,3016,80,61,6,0,171261,7836
KZN,2020-06-07,3108,92,61,0,0,176715,5454
KZN,2020-06-08,3175,67,62,1,0,181132,4417
KZN,2020-06-09,3255,80,62,0,0,185936,4804
KZN,2020-06-10,3347,92,64,2,0,191762,5826
KZN,2020-06-11,3472,125,64,0,0,197524,5762
KZN,2020-06-12,3573,101,64,0,0,203675,6151
KZN,2020-06-13,3763,190,64,0,0,208950,5275
KZN,2020-06-14,3874,111,69,5,0,215494,6544
KZN,2020-06-15,3959,85,69,0,0,220675,5181
KZN,2020-06-16,4048,89,73,4,0,225204,4529
KZN,2020-06-17,4238,190,73,0,0,231897,6693
KZN,2020-06-18,4360,122,73,0,0,235880,3983
KZN,2020-06-19,4548,188,80,7,0,242091,6211
KZN,2020-06-20,4806,258,83,3,0,248463,6372
KZN,2020-06-21,5030,224,84,1,0,255080,6617
KZN,2020-06-22,5278,248,87,3,0,259904,4824
KZN,2020-06-23,5625,347,91,4,0,265589,5685
KZN,2020-06-24,6075,450,91,0,0,272143,6554
KZN,2020-06-25,6590,515,106,15,0,280425,8282
KZN,2020-06-26,7090,500,106,0,0,286781,6356
KZN,2020-06-27,7786,696,109,3,0,293677,6896
KZN,2020-06-28,8433,647,109,0,0,300990,7313
KZN,2020-06-29,9041,608,115,6,0,306735,5745
KZN,2020-06-30,9674,633,126,11,0,313076,6341
KZN,2020-07-01,10632,958,136,10,0,320169,7093
KZN,2020-07-02,11669,1037,152,16,0,327696,7527
KZN,2020-07-03,12757,1088,162,10,0,335192,7496
KZN,2020-07-04,13984,1227,162,0,0,344205,9013
KZN,2020-07-05,15146,1162,183,21,0,351520,7315
KZN,2020-07-06,15819,673,183,0,0,358041,6521
KZN,2020-07-07,16743,924,205,22,0,366381,8340
KZN,2020-07-08,17962,1219,223,18,0,373462,7081
KZN,2020-07-09,19630,1668,249,26,0,384251,10789
KZN,2020-07-10,21386,1756,260,11,0,395134,10883
KZN,2020-07-11,23753,2367,273,13,0,404995,9861
KZN,2020-07-12,25572,1819,280,7,0,413796,8801
KZN,2020-07-13,27387,1815,286,6,0,421524,7728
KZN,2020-07-14,30587,3200,313,27,0,428845,7321
KZN,2020-07-15,32939,2352,317,4,0,437563,8718
KZN,2020-07-16,35604,2665,358,41,0,446551,8988
KZN,2020-07-17,37722,2118,378,20,0,455795,9244
KZN,2020-07-18,40086,2364,401,23,0,465339,9544
KZN,2020-07-19,43215,3129,416,15,0,474752,9413
KZN,2020-07-20,45614,2399,429,13,0,481263,6511
KZN,2020-07-21,47685,2071,459,30,0,487270,6007
KZN,2020-07-22,50521,2836,477,18,0,496596,9326
KZN,2020-07-23,53406,2885,515,38,0,505553,8957
KZN,2020-07-24,57162,3756,565,50,0,515614,10061
KZN,2020-07-25,60532,3370,602,37,0,524512,8898
KZN,2020-07-26,64061,3529,614,12,0,532765,8253
KZN,2020-07-27,65982,1921,623,9,0,538226,5461
KZN,2020-07-28,68101,2119,685,62,0,543685,5459
KZN,2020-07-29,71240,3139,712,27,0,551853,8168
KZN,2020-07-30,73919,2679,767,55,0,560474,8621
KZN,2020-07-31,76706,2787,803,36,0,568442,7968
KZN,2020-08-01,79607,2901,844,41,0,576595,8153
KZN,2020-08-02,82300,2693,875,31,0,583278,6683
KZN,2020-08-03,84361,2061,887,12,0,587487,4209
KZN,2020-08-04,85986,1625,976,89,0,591234,3747
KZN,2020-08-05,87798,1812,1038,62,0,597954,6720
KZN,2020-08-06,90115,2317,1116,78,0,604987,7033
KZN,2020-08-07,92444,2329,1192,76,0,611489,6502
KZN,2020-08-08,95648,3204,1346,154,0,618520,7031
KZN,2020-08-09,98068,2420,1409,63,0,624343,5823
KZN,2020-08-10,99386,1318,1420,11,0,627591,3248
KZN,2020-08-11,100494,1108,1450,30,0,629797,2206
KZN,2020-08-12,101499,1005,1524,74,0,632958,3161
KZN,2020-08-13,102233,734,1563,39,0,636812,3854
KZN,2020-08-14,103744,1511,1617,54,0,643652,6840
KZN,2020-08-15,104619,875,1651,34,0,648822,5170
KZN,2020-08-16,105383,764,1672,21,0,653165,4343
KZN,2020-08-17,106037,654,1686,14,0,656052,2887
KZN,2020-08-18,106565,528,1743,57,0,658871,2819
KZN,2020-08-19,107271,706,1788,45,0,663735,4864
KZN,2020-08-20,108080,809,1824,36,0,668462,4727
KZN,2020-08-21,108788,708,1905,81,0,673115,4653
KZN,2020-08-22,109332,544,1936,31,0,678985,5870
KZN,2020-08-23,109841,509,1948,12,0,682511,3526
KZN,2020-08-24,110102,261,1962,14,0,684555,2044
KZN,2020-08-25,110521,419,1997,35,0,687392,2837
KZN,2020-08-26,111096,575,2054,57,0,691260,3868
KZN,2020-08-27,111585,489,2102,48,0,694911,3651
KZN,2020-08-28,111863,278,2116,14,0,697663,2752
KZN,2020-08-29,112291,428,2135,19,0,701631,3968
KZN,2020-08-30,112726,435,2138,3,0,705838,4207
KZN,2020-08-31,113006,280,2139,1,0,709458,3620
KZN,2020-09-01,113237,231,2152,13,0,711703,2245
KZN,2020-09-02,113661,424,2164,12,0,715797,4094
KZN,2020-09-03,114034,373,2203,39,0,719711,3914
KZN,2020-09-04,114360,326,2218,15,0,723283,3572
KZN,2020-09-05,114646,286,2263,45,0,726764,3481
KZN,2020-09-06,114824,178,2294,31,0,729908,3144
KZN,2020-09-07,114904,80,2319,25,0,731590,1682
KZN,2020-09-08,115081,177,2346,27,0,733936,2346
KZN,2020-09-09,115372,291,2356,10,0,738111,4175
KZN,2020-09-10,115658,286,2373,17,0,742059,3948
KZN,2020-09-11,115939,281,2392,19,0,746037,3978
KZN,2020-09-12,116167,228,2403,11,0,749613,3576
KZN,2020-09-13,116389,222,2407,4,0,752627,3014
KZN,2020-09-14,116513,124,2409,2,0,754574,1947
KZN,2020-09-15,116674,161,2425,16,0,756803,2229
KZN,2020-09-16,116910,236,2449,24,0,760829,4026
KZN,2020-09-17,117147,237,2469,20,0,765123,4294
KZN,2020-09-18,117360,213,2478,9,0,768975,3852
KZN,2020-09-19,117569,209,2530,52,0,773022,4047
KZN,2020-09-20,117743,174,2531,1,0,776265,3243
KZN,2020-09-21,117833,90,2532,1,0,777452,1187
KZN,2020-09-22,117972,139,2586,54,0,780601,3149
KZN,2020-09-23,118174,202,2604,18,0,784373,3772
KZN,2020-09-24,118350,176,2612,8,0,787908,3535
KZN,2020-09-25,118489,139,2617,5,0,790773,2865
KZN,2020-09-26,118608,119,2621,4,0,792955,2182
KZN,2020-09-27,118731,123,2626,5,0,795841,2886
KZN,2020-09-28,118797,66,2627,1,0,797572,1731
KZN,2020-09-29,118889,92,2638,11,0,799879,2307
KZN,2020-09-30,119072,183,2675,37,0,804378,4499
KZN,2020-10-01,119212,140,2724,49,0,808437,4059
KZN,2020-10-02,119346,134,2732,8,0,812405,3968
KZN,2020-10-03,119489,143,2743,11,0,816593,4188
KZN,2020-10-04,119608,119,2743,0,0,820072,3479
KZN,2020-10-05,119694,86,2743,0,0,822130,2058
KZN,2020-10-06,119769,75,2778,35,0,824933,2803
KZN,2020-10-07,119930,161,2820,42,0,829463,4530
KZN,2020-10-08,120044,114,2925,105,0,833530,4067
LP,2020-03-05,0,0,0,0,0,17,17
LP,2020-03-06,0,0,0,0,0,21,4
LP,2020-03-07,0,0,0,0,0,25,4
LP,2020-03-08,0,0,0,0,0,25,0
LP,2020-03-09,0,0,0,0,0,25,0
LP,2020-03-10,0,0,0,0,0,25,0
LP,2020-03-11,0,0,0,0,0,66,41
LP,2020-03-12,0,0,0,0,0,87,21
LP,2020-03-13,0,0,0,0,0,95,8
LP,2020-03-14,0,0,0,0,0,104,9
LP,2020-03-15,0,0,0,0,0,151,47
LP,2020-03-16,1,1,0,0,0,246,95
LP,2020-03-17,1,0,0,0,0,298,52
LP,2020-03-18,1,0,0,0,0,314,16
LP,2020-03-19,1,0,0,0,0,493,179
LP,2020-03-20,1,0,0,0,0,656,163
LP,2020-03-21,1,0,0,0,0,756,100
LP,2020-03-22,2,1,0,0,0,948,192
LP,2020-03-23,4,2,0,0,0,1304,356
LP,2020-03-24,4,0,0,0,0,1580,276
LP,2020-03-25,4,0,0,0,0,1580,0
LP,2020-03-26,6,2,0,0,0,2083,503
LP,2020-03-27,6,0,0,0,0,2904,821
LP,2020-03-28,11,5,0,0,0,3253,349
LP,2020-03-29,12,1,0,0,0,3622,369
LP,2020-03-30,12,0,0,0,0,3909,287
LP,2020-03-31,14,2,0,0,0,4180,271
LP,2020-04-01,14,0,0,0,0,4508,328
LP,2020-04-02,16,2,0,0,0,4882,374
LP,2020-04-03,16,0,0,0,0,5126,244
LP,2020-04-04,18,2,0,0,0,5490,364
LP,2020-04-05,19,1,0,0,0,5789,299
LP,2020-04-06,19,0,0,0,0,5914,125
LP,2020-04-07,19,0,0,0,0,5914,0
LP,2020-04-08,21,2,0,0,0,6492,578
LP,2020-04-09,22,1,0,0,0,7011,519
LP,2020-04-10,24,2,0,0,0,7434,423
LP,2020-04-11,24,0,0,0,0,7640,206
LP,2020-04-12,24,0,0,0,0,8152,512
LP,2020-04-13,24,0,0,0,0,8516,364
LP,2020-04-14,24,0,0,0,0,8858,342
LP,2020-04-15,25,1,0,0,0,9214,356
LP,2020-04-16,26,1,1,1,0,9677,463
LP,2020-04-17,26,0,1,0,0,10264,587
LP,2020-04-18,26,0,1,0,0,11015,751
LP,2020-04-19,27,1,1,0,0,11678,663
LP,2020-04-20,27,0,1,0,0,12370,692
LP,2020-04-21,27,0,1,0,0,12922,552
LP,2020-04-22,27,0,1,0,0,13618,696
LP,2020-04-23,27,0,1,0,0,14615,997
LP,2020-04-24,29,2,1,0,0,15513,898
LP,2020-04-25,30,1,2,1,0,16390,877
LP,2020-04-26,31,1,2,0,0,17168,778
LP,2020-04-27,31,0,2,0,0,18168,1000
LP,2020-04-28,31,0,2,0,0,18883,715
LP,2020-04-29,31,0,2,0,0,20067,1184
LP,2020-04-30,32,1,2,0,0,21126,1059
LP,2020-05-01,34,2,2,0,0,22143,1017
LP,2020-05-02,36,2,2,0,0,23483,1340
LP,2020-05-03,37,1,2,0,0,25016,1533
LP,2020-05-04,39,2,2,0,0,26216,1200
LP,2020-05-05,40,1,2,0,0,27287,1071
LP,2020-05-06,40,0,3,1,0,28439,1152
LP,2020-05-07,41,1,3,0,0,29739,1300
LP,2020-05-08,43,2,3,0,0,31327,1588
LP,2020-05-09,51,8,3,0,0,32989,1662
LP,2020-05-10,54,3,3,0,0,34746,1757
LP,2020-05-11,54,0,3,0,0,36245,1499
LP,2020-05-12,54,0,3,0,0,37632,1387
LP,2020-05-13,54,0,3,0,0,39327,1695
LP,2020-05-14,55,1,3,0,0,41023,1696
LP,2020-05-15,57,2,3,0,0,42910,1887
LP,2020-05-16,59,2,3,0,0,44743,1833
LP,2020-05-17,77,18,3,0,0,46913,2170
LP,2020-05-18,88,11,3,0,0,48358,1445
LP,2020-05-19,94,6,3,0,0,49736,1378
LP,2020-05-20,94,0,3,0,0,51492,1756
LP,2020-05-21,121,27,3,0,0,53484,1992
LP,2020-05-22,121,0,3,0,0,55275,1791
LP,2020-05-23,124,3,3,0,0,57447,2172
LP,2020-05-24,128,4,3,0,0,59430,1983
LP,2020-05-25,132,4,3,0,0,60745,1315
LP,2020-05-26,132,0,3,0,0,61683,938
LP,2020-05-27,141,9,3,0,0,64635,2952
LP,2020-05-28,144,3,3,0,0,66745,2110
LP,2020-05-29,170,26,3,0,0,69234,2489
LP,2020-05-30,173,3,3,0,0,71444,2210
LP,2020-05-31,177,4,3,0,0,73810,2366
LP,2020-06-01,192,15,3,0,0,75603,1793
LP,2020-06-02,193,1,3,0,0,77516,1913
LP,2020-06-03,200,7,3,0,0,80004,2488
LP,2020-06-04,206,6,3,0,0,83536,3532
LP,2020-06-05,215,9,3,0,0,86610,3074
LP,2020-06-06,216,1,3,0,0,90763,4153
LP,2020-06-07,227,11,3,0,0,93653,2890
LP,2020-06-08,244,17,3,0,0,95994,2341
LP,2020-06-09,253,9,3,0,0,98540,2546
LP,2020-06-10,257,4,3,0,0,101627,3087
LP,2020-06-11,267,10,3,0,0,104681,3054
LP,2020-06-12,288,21,4,1,0,107941,3260
LP,2020-06-13,309,21,4,0,0,110736,2795
LP,2020-06-14,326,17,4,0,0,114204,3468
LP,2020-06-15,362,36,4,0,0,116950,2746
LP,2020-06-16,391,29,4,0,0,119350,2400
LP,2020-06-17,416,25,4,0,0,122897,3547
LP,2020-06-18,489,73,4,0,0,125008,2111
LP,2020-06-19,503,14,4,0,0,128299,3291
LP,2020-06-20,521,18,4,0,0,131676,3377
LP,2020-06-21,564,43,4,0,0,135183,3507
LP,2020-06-22,582,18,5,1,0,137740,2557
LP,2020-06-23,622,40,5,0,0,140753,3013
LP,2020-06-24,670,48,5,0,0,144226,3473
LP,2020-06-25,730,60,5,0,0,148615,4389
LP,2020-06-26,798,68,5,0,0,151983,3368
LP,2020-06-27,862,64,5,0,0,155638,3655
LP,2020-06-28,935,73,5,0,0,159514,3876
LP,2020-06-29,1011,76,10,5,0,162559,3045
LP,2020-06-30,1131,120,10,0,0,165919,3360
LP,2020-07-01,1175,44,10,0,0,169678,3759
LP,2020-07-02,1286,111,10,0,0,173667,3989
LP,2020-07-03,1408,122,10,0,0,177639,3972
LP,2020-07-04,1559,151,10,0,0,182415,4776
LP,2020-07-05,1706,147,10,0,0,186291,3876
LP,2020-07-06,1785,79,27,17,0,189747,3456
LP,2020-07-07,1950,165,33,6,0,194167,4420
LP,2020-07-08,2131,181,33,0,0,197920,3753
LP,2020-07-09,2381,250,33,0,0,203637,5717
LP,2020-07-10,2579,198,33,0,0,209405,5768
LP,2020-07-11,2835,256,33,0,0,214631,5226
LP,2020-07-12,3014,179,33,0,0,219295,4664
LP,2020-07-13,3316,302,33,0,0,223390,4095
LP,2020-07-14,3458,142,33,0,0,227270,3880
LP,2020-07-15,3645,187,33,0,0,231890,4620
LP,2020-07-16,3883,238,33,0,0,236653,4763
LP,2020-07-17,4160,277,33,0,0,241552,4899
LP,2020-07-18,4490,330,33,0,0,246610,5058
LP,2020-07-19,4928,438,33,0,0,251598,4988
LP,2020-07-20,5156,228,33,0,0,255049,3451
LP,2020-07-21,5355,199,33,0,0,258232,3183
LP,2020-07-22,5712,357,33,0,0,263174,4942
LP,2020-07-23,6068,356,33,0,0,267921,4747
LP,2020-07-24,6394,326,33,0,0,273253,5332
LP,2020-07-25,6732,338,33,0,0,277968,4715
LP,2020-07-26,7076,344,67,34,0,282341,4373
LP,2020-07-27,7260,184,67,0,0,285235,2894
LP,2020-07-28,7502,242,67,0,0,288128,2893
LP,2020-07-29,7840,338,67,0,0,292457,4329
LP,2020-07-30,8240,400,67,0,0,297026,4569
LP,2020-07-31,8565,325,67,0,0,301249,4223
LP,2020-08-01,8879,314,67,0,0,305570,4321
LP,2020-08-02,9044,165,90,23,0,309112,3542
LP,2020-08-03,9204,160,90,0,0,311343,2231
